universe,isin,symbol,company,entry_date,exit_date,entry_approx,still_member
midsmallcap400,INE019C01026,HSCL,Himadri Speciality Chemical Ltd.,2018-06-29,2021-10-29,False,False
midsmallcap400,INE019C01026,HSCL,Himadri Speciality Chemical Ltd.,2025-04-11,,False,True
midsmallcap400,,HTMEDIA,,2016-04-01,2018-08-08,True,False
midsmallcap400,INE031A01017,HUDCO,Housing & Urban Development Corporation Ltd.,2025-04-11,,False,True
midsmallcap400,,HUHTAMAKI,,2016-04-01,2021-10-29,True,False
midsmallcap400,,IBULLSLTD,,2019-04-15,2020-09-14,False,False
midsmallcap400,INE346A01027,ICICIAMC,ICICI Prudential Asset Management Company Ltd.,2026-05-12,,False,True
midsmallcap400,INE765G01017,ICICIGI,ICICI Lombard General Insurance Company Ltd.,2018-06-29,2018-12-28,False,False
midsmallcap400,INE765G01017,ICICIGI,ICICI Lombard General Insurance Company Ltd.,2026-05-12,,False,True
midsmallcap400,INE726G01019,ICICIPRULI,ICICI Prudential Life Insurance Company Ltd.,2025-12-31,,False,True
midsmallcap400,,ICIL,,2016-04-01,2019-04-15,True,False
midsmallcap400,,ICIL,,2021-04-29,2022-12-30,False,False
midsmallcap400,,ICRA,,2016-04-01,2018-06-29,True,False
midsmallcap400,,ICRA,,2019-04-15,2021-04-29,False,False
midsmallcap400,INE008A01015,IDBI,IDBI Bank Ltd.,2016-04-01,,True,True
midsmallcap400,INE669E01016,IDEA,Vodafone Idea Ltd.,2025-04-11,,False,True
midsmallcap400,,IDEAFORGE,,2016-04-01,2025-04-11,True,False
midsmallcap400,,IDFC,,2016-04-01,2024-10-16,True,False
midsmallcap400,INE092T01019,IDFCFIRSTB,IDFC First Bank Ltd.,2016-10-24,,False,True
midsmallcap400,INE022Q01020,IEX,Indian Energy Exchange Ltd.,2025-04-11,,False,True
midsmallcap400,,IFBIND,,2016-04-01,2016-10-24,True,False
midsmallcap400,INE039A01010,IFCI,IFCI Ltd.,2016-04-01,,True,True
midsmallcap400,,IGARASHI,,2016-04-01,2018-06-29,True,False
midsmallcap400,INE0Q9301021,IGIL,International Gemological Institute Ltd.,2025-04-11,,False,True
midsmallcap400,INE203G01027,IGL,Indraprastha Gas Ltd.,2016-04-01,2020-09-14,True,False
midsmallcap400,INE203G01027,IGL,Indraprastha Gas Ltd.,2022-04-07,,False,True
midsmallcap400,INE530B01024,IIFL,IIFL Finance Ltd.,2016-04-01,2017-09-29,True,False
midsmallcap400,INE530B01024,IIFL,IIFL Finance Ltd.,2018-06-29,2019-01-28,False,False
midsmallcap400,INE530B01024,IIFL,IIFL Finance Ltd.,2019-12-26,,False,True
midsmallcap400,INE115Q01022,IKS,Inventurus Knowledge Solutions Ltd.,2025-04-11,,False,True
midsmallcap400,INE065X01017,INDGN,Indegene Ltd.,2016-04-01,,True,True
midsmallcap400,,INDHOTEL,,2016-04-01,2025-04-11,True,False
midsmallcap400,INE383A01012,INDIACEM,India Cements Ltd.,2016-04-01,,True,True
midsmallcap400,INE933S01016,INDIAMART,Indiamart Intermesh Ltd.,2020-01-16,,False,True
midsmallcap400,INE562A01011,INDIANB,Indian Bank,2016-04-01,,True,True
midsmallcap400,,INDOCO,,2016-04-01,2019-12-26,True,False
midsmallcap400,,INDOCO,,2020-09-14,2023-04-28,False,False
midsmallcap400,INE095A01012,INDUSINDBK,IndusInd Bank Ltd.,2025-12-31,,False,True
midsmallcap400,INE121J01017,INDUSTOWER,Indus Towers Ltd.,2016-04-01,,True,True
midsmallcap400,,INGERRAND,,2016-04-01,2017-05-26,True,False
midsmallcap400,,INGERRAND,,2017-10-30,2018-06-29,False,False
midsmallcap400,,INGERRAND,,2020-09-14,2022-04-07,False,False
midsmallcap400,,INGERRAND,,2023-04-28,2024-10-10,False,False
midsmallcap400,,INOXINDIA,,2016-04-01,2026-05-12,True,False
midsmallcap400,,INOXLEISUR,,2016-04-01,2023-03-31,True,False
midsmallcap400,INE066P01011,INOXWIND,Inox Wind Ltd.,2016-04-01,2019-12-26,True,False
midsmallcap400,INE066P01011,INOXWIND,Inox Wind Ltd.,2025-04-11,,False,True
midsmallcap400,INE306R01017,INTELLECT,Intellect Design Arena Ltd.,2021-04-29,,False,True
midsmallcap400,INE565A01014,IOB,Indian Overseas Bank,2016-04-01,,True,True
midsmallcap400,,IOLCP,,2016-04-01,2022-04-07,True,False
midsmallcap400,INE571A01038,IPCALAB,Ipca Laboratories Ltd.,2016-04-01,,True,True
midsmallcap400,,IPL,,2016-04-01,2025-04-11,True,False
midsmallcap400,INE821I01022,IRB,IRB Infrastructure Developers Ltd.,2016-04-01,,True,True
midsmallcap400,INE962Y01021,IRCON,IRCON International Ltd.,2019-04-15,,False,True
midsmallcap400,INE335Y01020,IRCTC,Indian Railway Catering And Tourism Corporation Ltd.,2020-09-14,,False,True
midsmallcap400,INE202E01016,IREDA,Indian Renewable Energy Development Agency Ltd.,2024-10-10,,False,True
midsmallcap400,,IRFC,,2021-10-29,2024-10-10,False,False
midsmallcap400,,ISEC,,2018-12-28,2025-03-28,False,False
midsmallcap400,INE379A01028,ITCHOTELS,ITC Hotels Ltd.,2025-12-31,,False,True
midsmallcap400,INE248A01017,ITI,ITI Ltd.,2025-04-11,,False,True
midsmallcap400,INE168A01041,J&KBANK,Jammu & Kashmir Bank Ltd.,2016-04-01,,True,True
midsmallcap400,,JAGRAN,,2016-04-01,2021-04-29,True,False
midsmallcap400,,JAICORPLTD,,2016-04-01,2021-04-29,True,False
midsmallcap400,INE0YD401026,JAINREC,Jain Resource Recycling Ltd.,2026-05-12,,False,True
midsmallcap400,,JAMNAAUTO,,2019-04-15,2024-10-10,False,False
midsmallcap400,,JBCHEPHARM,,2016-04-01,2026-07-17,True,False
midsmallcap400,,JBFIND,,2016-04-01,2018-12-28,True,False
midsmallcap400,INE927D01051,JBMA,JBM Auto Ltd.,2022-12-30,,False,True
midsmallcap400,,JETAIRWAYS,,2016-04-01,2019-09-27,True,False
midsmallcap400,,JINDALPOLY,,2016-04-01,2018-12-28,True,False
midsmallcap400,INE324A01032,JINDALSAW,Jindal Saw Ltd.,2016-04-01,2016-09-30,True,False
midsmallcap400,INE324A01032,JINDALSAW,Jindal Saw Ltd.,2017-10-30,,False,True
midsmallcap400,,JINDALSTEL,,2016-04-01,2021-10-29,True,False
midsmallcap400,,JINDALSTEL,,2022-04-07,2023-10-26,False,False
midsmallcap400,,JISLJALEQS,,2016-04-01,2020-09-14,True,False
midsmallcap400,INE823G01014,JKCEMENT,J.K. Cement Ltd.,2016-04-01,,True,True
midsmallcap400,,JKIL,,2016-04-01,2019-04-15,True,False
midsmallcap400,INE573A01042,JKTYRE,JK Tyre & Industries Ltd.,2016-04-01,,True,True
midsmallcap400,,JLHL,,2016-04-01,2025-04-11,True,False
midsmallcap400,INE780C01023,JMFINANCIL,JM Financial Ltd.,2016-04-01,,True,True
midsmallcap400,,JMTAUTOLTD,,2016-04-01,2017-10-30,True,False
midsmallcap400,,JPASSOCIAT,,2016-04-01,2019-12-26,True,False
midsmallcap400,,JPINFRATEC,,2016-04-01,2017-05-26,True,False
midsmallcap400,INE351F01018,JPPOWER,Jaiprakash Power Ventures Ltd.,2016-04-01,2017-05-26,True,False
midsmallcap400,INE351F01018,JPPOWER,Jaiprakash Power Ventures Ltd.,2017-10-30,,False,True
midsmallcap400,INE220G01021,JSL,Jindal Stainless Ltd.,2017-10-30,,False,True
midsmallcap400,,JSLHISAR,,2017-10-30,2022-08-08,False,False
midsmallcap400,INE718I01012,JSWCEMENT,JSW Cement Ltd.,2026-03-30,,False,True
midsmallcap400,INE133A01011,JSWDULUX,JSW Dulux Ltd.,2016-04-01,2021-10-29,True,False
midsmallcap400,INE133A01011,JSWDULUX,JSW Dulux Ltd.,2025-12-31,,False,True
midsmallcap400,INE121E01018,JSWENERGY,JSW Energy Ltd.,2026-05-12,,False,True
midsmallcap400,,JSWHL,,2016-04-01,2017-05-26,True,False
midsmallcap400,,JSWHL,,2025-04-11,2025-12-31,False,False
midsmallcap400,INE880J01026,JSWINFRA,JSW Infrastructure Ltd.,2024-10-10,,False,True
midsmallcap400,,JTEKTINDIA,,2020-11-02,2025-04-11,False,False
midsmallcap400,INE797F01020,JUBLFOOD,Jubilant Foodworks Ltd.,2016-04-01,2021-04-29,True,False
midsmallcap400,INE797F01020,JUBLFOOD,Jubilant Foodworks Ltd.,2022-12-30,,False,True
midsmallcap400,INE0BY001018,JUBLINGREA,Jubilant Ingrevia Ltd.,2021-10-29,,False,True
midsmallcap400,INE700A01033,JUBLPHARMA,Jubilant Pharmova Ltd.,2021-10-29,,False,True
midsmallcap400,,JUNIPER,,2016-04-01,2025-04-11,True,False
midsmallcap400,,JUSTDIAL,,2016-04-01,2025-12-31,True,False
midsmallcap400,INE209L01016,JWL,Jupiter Wagons Ltd.,2024-10-10,,False,True
midsmallcap400,,JYOTHYLAB,,2016-04-01,2026-05-12,True,False
midsmallcap400,INE980O01024,JYOTICNC,Jyoti CNC Automation Ltd.,2025-04-11,,False,True
midsmallcap400,INE217B01036,KAJARIACER,Kajaria Ceramics Ltd.,2016-04-01,,True,True
midsmallcap400,,KALAMANDIR,,2016-04-01,2025-04-11,True,False
midsmallcap400,INE303R01014,KALYANKJIL,Kalyan Jewellers India Ltd.,2025-04-11,,False,True
midsmallcap400,,KANSAINER,,2016-04-01,2025-12-31,True,False
midsmallcap400,INE036D01028,KARURVYSYA,Karur Vysya Bank Ltd.,2016-04-01,,True,True
midsmallcap400,INE918Z01012,KAYNES,Kaynes Technology India Ltd.,2025-04-11,,False,True
midsmallcap400,INE389H01022,KEC,Kec International Ltd.,2025-04-11,,False,True
midsmallcap400,INE878B01027,KEI,KEI Industries Ltd.,2025-04-11,,False,True
midsmallcap400,,KENNAMET,,2020-01-16,2020-09-14,False,False
midsmallcap400,,KESORAMIND,,2016-04-01,2018-12-28,True,False
midsmallcap400,INE138Y01010,KFINTECH,Kfin Technologies Ltd.,2025-04-11,,False,True
midsmallcap400,INE967H01025,KIMS,Krishna Institute of Medical Sciences Ltd.,2022-04-07,,False,True
midsmallcap400,,KIOCL,,2018-08-08,2019-12-26,False,False
midsmallcap400,,KIRLFER,,2016-04-01,2024-03-28,True,False
midsmallcap400,,KIRLOSBROS,,2016-04-01,2026-05-12,True,False
midsmallcap400,INE146L01010,KIRLOSENG,Kirloskar Oil Eng Ltd.,2016-04-01,2016-10-24,True,False
midsmallcap400,INE146L01010,KIRLOSENG,Kirloskar Oil Eng Ltd.,2019-04-15,,False,True
midsmallcap400,,KITEX,,2016-04-01,2018-12-28,True,False
midsmallcap400,,KNRCON,,2017-05-26,2017-10-30,False,False
midsmallcap400,,KNRCON,,2018-06-29,2025-12-31,False,False
midsmallcap400,,KOLTEPATIL,,2016-04-01,2025-04-11,True,False
midsmallcap400,INE220B01022,KPIL,Kalpataru Projects International Ltd.,2016-04-01,,True,True
midsmallcap400,INE04I401011,KPITTECH,KPIT Technologies Ltd.,2019-12-26,2020-11-02,False,False
midsmallcap400,INE04I401011,KPITTECH,KPIT Technologies Ltd.,2021-04-29,,False,True
midsmallcap400,INE930H01031,KPRMILL,K.P.R. Mill Ltd.,2021-04-29,,False,True
midsmallcap400,,KSB,,2016-10-24,2017-05-26,False,False
midsmallcap400,,KSB,,2020-09-14,2022-04-07,False,False
midsmallcap400,,KSB,,2025-12-31,2026-05-12,False,False
midsmallcap400,,KSCL,,2016-04-01,2022-04-07,True,False
midsmallcap400,,KSK,,2016-04-01,2016-10-24,True,False
midsmallcap400,,KTKBANK,,2016-04-01,2021-04-29,True,False
midsmallcap400,,KWALITY,,2016-04-01,2018-12-28,True,False
midsmallcap400,,LAKSHVILAS,,2016-04-01,2020-09-14,True,False
midsmallcap400,INE600L01024,LALPATHLAB,Dr. Lal Path Labs Ltd.,2016-10-24,,False,True
midsmallcap400,,LANDMARK,,2016-04-01,2025-04-11,True,False
midsmallcap400,,LAOPALA,,2016-04-01,2017-05-26,True,False
midsmallcap400,,LAOPALA,,2020-09-14,2022-04-07,False,False
midsmallcap400,INE0I7C01011,LATENTVIEW,Latent View Analytics Ltd.,2022-04-07,,False,True
midsmallcap400,INE947Q01028,LAURUSLABS,Laurus Labs Ltd.,2017-06-23,,False,True
midsmallcap400,INE970X01018,LEMONTREE,Lemon Tree Hotels Ltd.,2018-12-28,2022-04-07,False,False
midsmallcap400,INE970X01018,LEMONTREE,Lemon Tree Hotels Ltd.,2023-02-17,,False,True
midsmallcap400,INE956O01016,LENSKART,Lenskart Solutions Ltd.,2026-05-12,,False,True
midsmallcap400,INE324D01010,LGEINDIA,LG Electronics India Ltd.,2026-05-12,,False,True
midsmallcap400,INE115A01026,LICHSGFIN,LIC Housing Finance Ltd.,2019-04-15,,False,True
midsmallcap400,INE0J1Y01017,LICI,Life Insurance Corporation of India,2026-05-12,,False,True
midsmallcap400,INE473A01011,LINDEINDIA,Linde India Ltd.,2016-10-24,2017-05-26,False,False
midsmallcap400,INE473A01011,LINDEINDIA,Linde India Ltd.,2017-10-30,2018-06-29,False,False
midsmallcap400,INE473A01011,LINDEINDIA,Linde India Ltd.,2018-12-28,,False,True
midsmallcap400,,LITL,,2016-04-01,2017-05-26,True,False
midsmallcap400,INE281B01032,LLOYDSME,Lloyds Metals And Energy Ltd.,2024-10-10,,False,True
midsmallcap400,,LMW,,2016-04-01,2024-10-10,True,False
midsmallcap400,INE498L01015,LTF,L&T Finance Ltd.,2016-04-01,,True,True
midsmallcap400,INE818H01020,LTFOODS,LT Foods Ltd.,2016-04-01,,True,True
midsmallcap400,,LTM,,2017-05-26,2020-06-26,False,False
midsmallcap400,INE010V01017,LTTS,L&T Technology Services Ltd.,2017-05-26,,False,True
midsmallcap400,INE326A01037,LUPIN,Lupin Ltd.,2022-12-30,,False,True
midsmallcap400,,LUXIND,,2018-12-28,2024-10-10,False,False
midsmallcap400,INE774D01024,M&MFIN,Mahindra & Mahindra Financial Services Ltd.,2016-04-01,,True,True
midsmallcap400,INE457A01014,MAHABANK,Bank of Maharashtra,2019-04-15,,False,True
midsmallcap400,,MAHLIFE,,2016-04-01,2017-05-26,True,False
midsmallcap400,,MAHLOG,,2018-12-28,2025-04-11,False,False
midsmallcap400,,MAHSCOOTER,,2019-04-15,2021-10-29,False,False
midsmallcap400,,MAHSCOOTER,,2025-12-31,2026-05-12,False,False
midsmallcap400,,MAHSEAMLES,,2019-04-15,2021-10-29,False,False
midsmallcap400,,MAHSEAMLES,,2024-10-10,2026-05-12,False,False
midsmallcap400,,MAITHANALL,,2016-04-01,2025-04-11,True,False
midsmallcap400,INE522D01027,MANAPPURAM,Manappuram Finance Ltd.,2016-04-01,,True,True
midsmallcap400,INE634S01028,MANKIND,Mankind Pharma Ltd.,2025-04-11,,False,True
midsmallcap400,,MANPASAND,,2016-04-01,2019-04-15,True,False
midsmallcap400,,MANYAVAR,,2022-12-30,2026-05-12,False,False
midsmallcap400,INE0BV301023,MAPMYINDIA,C.E. Info Systems Ltd.,2022-04-07,,False,True
midsmallcap400,INE196A01026,MARICO,Marico Ltd.,2025-04-11,,False,True
midsmallcap400,,MARKSANS,,2016-04-01,2018-12-28,True,False
midsmallcap400,,MASFIN,,2018-06-29,2021-10-29,False,False
midsmallcap400,,MASTEK,,2021-10-29,2025-12-31,False,False
midsmallcap400,,MAXHEALTH,,2025-04-11,2025-12-31,False,False
midsmallcap400,,MAXINDIA,,2017-05-26,2020-01-16,False,False
midsmallcap400,,MAYURUNIQ,,2016-04-01,2017-05-26,True,False
midsmallcap400,,MAZDOCK,,2021-04-29,2025-12-31,False,False
midsmallcap400,,MCLEODRUSS,,2016-04-01,2019-04-15,True,False
midsmallcap400,INE745G01043,MCX,Multi Commodity Exchange of India Ltd.,2019-12-26,,False,True
midsmallcap400,INE474Q01031,MEDANTA,Global Health Ltd.,2023-04-28,,False,True
midsmallcap400,INE0VDM01015,MEESHO,Meesho Ltd.,2026-05-12,,False,True
midsmallcap400,,METROBRAND,,2022-04-07,2025-04-11,False,False
midsmallcap400,,METROPOLIS,,2019-12-26,2026-05-12,False,False
midsmallcap400,INE180A01020,MFSL,Max Financial Services Ltd.,2016-10-24,2017-03-31,False,False
midsmallcap400,INE180A01020,MFSL,Max Financial Services Ltd.,2017-10-30,,False,True
midsmallcap400,INE002S01010,MGL,Mahanagar Gas Ltd.,2017-05-26,,False,True
midsmallcap400,,MHRIL,,2016-04-01,2025-04-11,True,False
midsmallcap400,,MIDHANI,,2019-12-27,2022-04-07,False,False
midsmallcap400,INE842C01021,MINDACORP,Minda Corporation Ltd.,2016-04-01,2016-10-24,True,False
midsmallcap400,INE842C01021,MINDACORP,Minda Corporation Ltd.,2017-05-26,2022-04-07,False,False
midsmallcap400,INE842C01021,MINDACORP,Minda Corporation Ltd.,2025-04-11,,False,True
midsmallcap400,,MINDTREE,,2016-04-01,2022-04-07,True,False
midsmallcap400,INE123F01029,MMTC,MMTC Ltd.,2016-04-01,,True,True
midsmallcap400,,MOIL,,2016-04-01,2023-04-28,True,False
midsmallcap400,,MONSANTO,,2016-04-01,2018-06-29,True,False
midsmallcap400,,MONSANTO,,2018-12-28,2019-09-24,False,False
midsmallcap400,INE338I01027,MOTILALOFS,Motilal Oswal Financial Services Ltd.,2025-04-11,,False,True
midsmallcap400,INE356A01018,MPHASIS,MphasiS Ltd.,2016-04-01,2022-12-30,True,False
midsmallcap400,INE356A01018,MPHASIS,MphasiS Ltd.,2023-04-28,,False,True
midsmallcap400,INE883A01011,MRF,MRF Ltd.,2016-04-01,2017-10-30,True,False
midsmallcap400,INE883A01011,MRF,MRF Ltd.,2019-12-26,2021-04-29,False,False
midsmallcap400,INE883A01011,MRF,MRF Ltd.,2021-10-29,,False,True
midsmallcap400,INE103A01014,MRPL,Mangalore Refinery & Petrochemicals Ltd.,2016-04-01,,True,True
midsmallcap400,INE0FS801015,MSUMI,Motherson Sumi Wiring India Ltd.,2022-12-30,,False,True
midsmallcap400,,MTNL,,2016-04-01,2018-12-28,True,False
midsmallcap400,,MUTHOOTFIN,,2016-04-01,2020-09-14,True,False
midsmallcap400,,MUTHOOTFIN,,2024-10-10,2026-05-12,False,False
midsmallcap400,,MUTHOOTMF,,2016-04-01,2025-04-11,True,False
midsmallcap400,,MYSOREBANK,,2016-10-24,2017-05-26,False,False
midsmallcap400,INE298J01013,NAM-INDIA,Nippon Life India Asset Management Ltd.,2018-12-28,,False,True
midsmallcap400,INE987B01026,NATCOPHARM,NATCO Pharma Ltd.,2016-04-01,,True,True
midsmallcap400,INE139A01034,NATIONALUM,National Aluminium Co. Ltd.,2016-04-01,,True,True
midsmallcap400,INE663F01032,NAUKRI,Info Edge (India) Ltd.,2016-04-01,2020-09-14,True,False
midsmallcap400,INE663F01032,NAUKRI,Info Edge (India) Ltd.,2026-05-12,,False,True
midsmallcap400,INE725A01030,NAVA,Nava Ltd.,2017-05-26,,False,True
midsmallcap400,INE048G01026,NAVINFLUOR,Navin Fluorine International Ltd.,2016-10-24,,False,True
midsmallcap400,,NAVKARCORP,,2016-04-01,2019-04-15,True,False
midsmallcap400,,NAVNETEDUL,,2017-05-26,2018-06-29,False,False
midsmallcap400,,NAVNETEDUL,,2020-06-26,2021-04-29,False,False
midsmallcap400,,NAZARA,,2021-10-29,2024-10-10,False,False
midsmallcap400,INE095N01031,NBCC,NBCC (India) Ltd.,2016-04-01,,True,True
midsmallcap400,INE868B01028,NCC,NCC Ltd.,2016-04-01,,True,True
midsmallcap400,,NESCO,,2018-06-29,2022-12-30,False,False
midsmallcap400,INE0NT901020,NETWEB,Netweb Technologies India Ltd.,2016-04-01,,True,True
midsmallcap400,,NETWORK18,,2016-04-01,2020-09-14,True,False
midsmallcap400,,NETWORK18,,2025-04-11,2025-12-31,False,False
midsmallcap400,INE794A01010,NEULANDLAB,Neuland Laboratories Ltd.,2016-04-01,,True,True
midsmallcap400,INE619B01017,NEWGEN,Newgen Software Technologies Ltd.,2025-04-11,,False,True
midsmallcap400,,NFL,,2017-10-30,2022-04-07,False,False
midsmallcap400,INE410P01011,NH,Narayana Hrudayalaya Ltd.,2016-10-24,,False,True
midsmallcap400,INE848E01016,NHPC,NHPC Ltd.,2025-04-11,,False,True
midsmallcap400,INE470Y01017,NIACL,The New India Assurance Company Ltd.,2020-09-14,,False,True
midsmallcap400,,NIITLTD,,2022-12-30,2023-02-17,False,False
midsmallcap400,,NIITMTS,,2016-04-01,2025-04-11,True,False
midsmallcap400,,NILKAMAL,,2016-10-24,2022-04-07,False,False
midsmallcap400,,NITINFIRE,,2016-04-01,2017-10-30,True,False
midsmallcap400,INE995S01015,NIVABUPA,Niva Bupa Health Insurance Company Ltd.,2025-04-11,,False,True
midsmallcap400,INE589A01014,NLCINDIA,NLC India Ltd.,2016-04-01,,True,True
midsmallcap400,INE584A01023,NMDC,NMDC Ltd.,2023-04-28,,False,True
midsmallcap400,,NRBBEARING,,2016-04-01,2025-04-11,True,False
midsmallcap400,INE0NNS01018,NSLNISP,NMDC Steel Ltd.,2023-07-13,,False,True
midsmallcap400,INE0ONG01011,NTPCGREEN,NTPC Green Energy Ltd.,2025-04-11,,False,True
midsmallcap400,INE531F01023,NUVAMA,Nuvama Wealth Management Ltd.,2025-04-11,,False,True
midsmallcap400,INE118D01016,NUVOCO,Nuvoco Vistas Corporation Ltd.,2025-12-31,,False,True
midsmallcap400,INE388Y01029,NYKAA,FSN E-Commerce Ventures Ltd.,2016-04-01,,True,True
midsmallcap400,INE093I01010,OBEROIRLTY,Oberoi Realty Ltd.,2016-04-01,,True,True
midsmallcap400,,OCL,,2016-10-24,2017-03-31,False,False
midsmallcap400,INE881D01027,OFSS,Oracle Financial Services Software Ltd.,2025-04-11,,False,True
midsmallcap400,INE274J01014,OIL,Oil India Ltd.,2025-04-11,,False,True
midsmallcap400,INE0LXG01040,OLAELEC,Ola Electric Mobility Ltd.,2025-04-11,,False,True
midsmallcap400,INE260D01016,OLECTRA,Olectra Greentech Ltd.,2022-12-30,,False,True
midsmallcap400,,OMAXE,,2016-04-01,2021-04-29,True,False
midsmallcap400,INE013P01021,ONESOURCE,Onesource Specialty Pharma Ltd.,2025-12-31,,False,True
midsmallcap400,,ORIENTBANK,,2016-04-01,2020-01-16,True,False
midsmallcap400,,ORIENTCEM,,2016-04-01,2021-04-29,True,False
midsmallcap400,,ORIENTELEC,,2019-04-15,2025-04-11,False,False
midsmallcap400,,ORISSAMINE,,2016-04-01,2017-10-30,True,False
midsmallcap400,INE761H01022,PAGEIND,Page Industries Ltd.,2016-04-01,2023-04-28,True,False
midsmallcap400,INE761H01022,PAGEIND,Page Industries Ltd.,2025-04-11,,False,True
midsmallcap400,INE088F01024,PARADEEP,Paradeep Phosphates Ltd.,2026-05-12,,False,True
midsmallcap400,,PARAGMILK,,2017-05-26,2020-09-14,False,False
midsmallcap400,,PARSVNATH,,2016-04-01,2016-10-24,True,False
midsmallcap400,INE619A01035,PATANJALI,Patanjali Foods Ltd.,2025-04-11,,False,True
midsmallcap400,INE982J01020,PAYTM,One 97 Communications Ltd.,2025-04-11,,False,True
midsmallcap400,INE602A01031,PCBL,PCBL Chemical Ltd.,2025-04-11,,False,True
midsmallcap400,,PCJEWELLER,,2016-04-01,2020-09-14,True,False
midsmallcap400,,PEL,,2016-04-01,2016-10-24,True,False
midsmallcap400,,PEL,,2023-04-28,2025-09-30,False,False
midsmallcap400,INE262H01021,PERSISTENT,Persistent Systems Ltd.,2016-04-01,,True,True
midsmallcap400,INE347G01014,PETRONET,Petronet LNG Ltd.,2016-04-01,2017-05-26,True,False
midsmallcap400,INE347G01014,PETRONET,Petronet LNG Ltd.,2021-10-29,,False,True
midsmallcap400,,PFC,,2018-12-28,2019-12-26,False,False
midsmallcap400,,PFC,,2021-04-29,2024-10-10,False,False
midsmallcap400,INE182A01018,PFIZER,Pfizer Ltd.,2016-04-01,2024-10-10,True,False
midsmallcap400,INE182A01018,PFIZER,Pfizer Ltd.,2025-04-11,,False,True
midsmallcap400,INE367G01038,PFOCUS,Prime Focus Ltd.,2026-07-17,,False,True
midsmallcap400,,PFS,,2016-04-01,2019-04-15,True,False
midsmallcap400,INE457L01029,PGEL,PG Electroplast Ltd.,2016-04-01,,True,True
midsmallcap400,,PGHH,,2024-10-10,2025-04-11,False,False
midsmallcap400,,PGHH,,2025-12-31,2026-05-12,False,False
midsmallcap400,,PGHL,,2016-04-01,2025-04-11,True,False
midsmallcap400,INE211B01039,PHOENIXLTD,Phoenix Mills Ltd.,2025-04-11,,False,True
midsmallcap400,INE603J01030,PIIND,PI Industries Ltd.,2016-04-01,2021-10-29,True,False
midsmallcap400,INE603J01030,PIIND,PI Industries Ltd.,2024-10-10,,False,True
midsmallcap400,INE15B701018,PINELABS,Pine Labs Ltd.,2026-05-12,,False,True
midsmallcap400,INE202B01038,PIRAMALFIN,Piramal Finance Ltd.,2026-05-12,,False,True
midsmallcap400,,PNB,,2018-12-28,2019-12-26,False,False
midsmallcap400,INE572E01012,PNBHOUSING,PNB Housing Finance Ltd.,2025-04-11,,False,True
midsmallcap400,,PNCINFRA,,2016-04-01,2025-12-31,True,False
midsmallcap400,,POLARIS,,2016-04-01,2018-04-02,True,False
midsmallcap400,INE417T01026,POLICYBZR,PB Fintech Ltd.,2025-04-11,,False,True
midsmallcap400,INE455K01017,POLYCAB,Polycab India Ltd.,2019-12-26,,False,True
midsmallcap400,INE205C01021,POLYMED,Poly Medicure Ltd.,2020-09-14,,False,True
midsmallcap400,,POLYPLEX,,2016-04-01,2024-10-10,True,False
midsmallcap400,INE511C01022,POONAWALLA,Poonawalla Fincorp Ltd.,2016-04-01,2020-09-14,True,False
midsmallcap400,INE511C01022,POONAWALLA,Poonawalla Fincorp Ltd.,2021-10-29,,False,True
midsmallcap400,INE07Y701011,POWERINDIA,Hitachi Energy India Ltd.,2025-04-11,,False,True
midsmallcap400,INE0DK501011,PPLPHARMA,Piramal Pharma Ltd.,2023-03-31,,False,True
midsmallcap400,,PRAJIND,,2016-04-01,2021-04-29,True,False
midsmallcap400,,PRAJIND,,2021-10-29,2026-05-12,False,False
midsmallcap400,INE0BS701011,PREMIERENE,Premier Energies Ltd.,2025-04-11,,False,True
midsmallcap400,INE811K01011,PRESTIGE,Prestige Estates Projects Ltd.,2025-04-11,,False,True
midsmallcap400,,PRIVISCL,,2022-04-07,2023-04-28,False,False
midsmallcap400,,PSPPROJECT,,2020-11-02,2021-04-29,False,False
midsmallcap400,,PTC,,2016-04-01,2021-04-29,True,False
midsmallcap400,INE596F01018,PTCIL,PTC Industries Ltd.,2016-04-01,,True,True
midsmallcap400,,PUNJLLOYD,,2016-04-01,2017-10-30,True,False
midsmallcap400,,PURVA,,2016-04-01,2025-04-11,True,False
midsmallcap400,INE191H01014,PVRINOX,PVR INOX Ltd.,2016-04-01,,True,True
midsmallcap400,INE0LP301011,PWL,Physicswallah Ltd.,2026-05-12,,False,True
midsmallcap400,,QUESS,,2017-05-26,2025-09-23,False,False
midsmallcap400,INE944F01028,RADICO,Radico Khaitan Ltd,2016-04-01,,True,True
midsmallcap400,INE0DD101019,RAILTEL,Railtel Corporation Of India Ltd.,2021-10-29,2022-12-30,False,False
midsmallcap400,INE0DD101019,RAILTEL,Railtel Corporation Of India Ltd.,2024-10-10,,False,True
midsmallcap400,,RAIN,,2016-04-01,2024-10-10,True,False
midsmallcap400,INE961O01016,RAINBOW,Rainbow Childrens Medicare Ltd.,2023-02-17,,False,True
midsmallcap400,,RALLIS,,2016-04-01,2024-10-10,True,False
midsmallcap400,INE331A01037,RAMCOCEM,The Ramco Cements Ltd.,2016-04-01,,True,True
midsmallcap400,,RAMCOSYS,,2016-04-01,2018-12-28,True,False
midsmallcap400,,RAMKY,,2016-04-01,2025-04-11,True,False
